Distances for WT-MD-openMPI_MD016.pdb
Frame Dist1_107 Dist107_208 Dist1_208
0 52.125203128466445 52.28730655730629 80.98752911318233
1 43.72169948013054 57.33048647683386 97.93372442397109
2 56.18576212013681 61.93962431453749 117.35743239077041
3 66.02547536585332 64.65597436268571 129.2967193546744
4 64.0336022586495 64.14888667452041 123.81513889383959
5 54.76094045665294 60.2845087510997 114.61256460365922
6 63.353722378064234 62.30907463432234 124.80239776824187
7 66.59096369979645 63.26459834628413 127.93701806401485
8 63.976498510884966 63.66429942020646 127.24757588674366
9 62.72755087494096 61.878585626458225 121.68617636852466
10 64.9918132868323 60.1534558510432 117.82586667495364
11 57.871076628688215 60.15746300524018 104.88493549101155
12 40.87945731882536 61.95968770623446 93.89450325664971
13 35.57403904738454 61.70031759956429 96.9276193631735
14 52.41914173879267 59.36236036923442 110.40735487977828
15 55.02606818425566 60.82619178717463 115.28939436676757
16 51.40730941485162 59.847600128841655 110.5688449878201
17 49.598947099292786 62.53267193624884 110.19863690866717
18 42.29596609560961 60.64127466464251 100.76047570260188
19 41.01796146272501 60.66576145507685 101.27691896427869
20 52.63785178045804 62.00692637018499 113.90550108122146
21 46.22324960951302 59.47138523105661 104.63607309312015
22 44.92968731440134 60.49275671303196 105.08851524162235
23 46.65456533874117 63.77420818919955 108.4803631847101
24 46.79031453797856 63.69093536488528 109.04701244649395
25 46.55561189364661 63.34741021581409 107.57492749679953
26 46.30978060746288 64.0563811686168 107.68526062772553
27 45.83319033249555 62.10927046624535 105.53518769361496
28 47.052828216853385 64.37504221343329 111.11818088360309
29 46.84231351167717 61.54935418078001 108.32834078228174
30 47.31062463035161 57.49532244312398 103.5037399478732
31 34.81452039397133 60.29483688396694 93.11470914787836
32 22.842580847470053 59.408124503284746 78.64135873699263
33 23.456453868592604 59.63570306539005 73.00817787490196
34 38.03313383658517 61.45518771428141 89.73082940594988
35 51.720821229623446 62.22018352825268 111.36321505066459
36 55.68740137610118 61.46950534438013 116.60199170466646
37 47.202792205874324 61.86315169359111 108.086563902638
38 41.22871835517203 62.49989861959032 101.1735927129378
39 38.71979707840546 61.73297775704596 98.68379782318483
40 50.82985583840999 62.443206584072904 112.4649547839272
41 52.53069896638296 61.20388124523706 106.6173338080759
42 43.78348243953026 64.32469801004049 100.30911461101442
43 34.09609300589251 61.227405234585646 92.73994014373261
44 32.94988720960192 62.67916525159041 94.31781997106775
45 30.61336331223849 61.394669829649686 91.11696400330409
46 34.27703341488197 59.926227892208004 92.56319731780054
47 37.217805818081274 61.70972301230128 97.92119884401832
48 37.51370833662006 63.079419179688465 99.1975746332357
49 32.69958249371224 63.14616862599347 94.13713015622818
50 32.03623368872266 66.69645628914206 95.9615297929546
51 28.618254059145976 63.59815603646493 90.81656015605643
52 26.043773938416276 59.13887547450076 83.10612488818755
53 26.790413309610223 66.54089246686043 90.73869282273206
54 26.322039965599973 67.87151400380122 91.11495694635725
55 27.198875661651286 64.36666509203336 88.87024077936236
56 25.40068491175625 65.88346908690384 89.9466352545386
57 26.387274739161757 64.74719351566458 90.97037605215591
58 26.382431763138595 65.80015003022227 91.37940942643442
59 28.044326208992988 65.09812255768556 92.32120098046266
60 36.3921248238758 65.53657514982544 100.2436838356055
61 30.599523444055155 66.11124537725996 96.07397197418811
62 32.433856178620005 65.8639042844485 97.65692166005007
63 33.11065347505468 68.2145016871972 100.57088872454011
64 35.23373954400329 67.22113191334016 100.52055852996006
65 43.90145907591737 67.14514517010409 108.84454573334682
66 43.481937768611076 66.26250149436524 109.06075304220704
67 39.255700708537425 65.74283083167356 103.46409493174987
68 31.908394605426125 60.05929501879257 89.02622237490172
69 32.70170970849498 62.644917250684934 95.08274527776834
70 35.84360965919072 65.62040231365756 101.33845971636418
71 34.85057088929386 62.23306111655971 93.64347599675418
72 39.48358324968206 64.91486636836517 100.36286855864799
73 33.22624738305299 64.9173866094118 94.5268713540978
74 35.84273255256498 65.95363304203092 99.21171408011634
75 35.83124824301132 66.01049910298897 101.12886812770117
76 40.69521515567382 66.61347446383294 107.10262538251973
77 43.96675872159823 65.57798771223088 109.49793099012861
78 51.90131773495297 62.34825712486584 114.00162582652493
79 51.36036977200757 67.73646871939435 118.89273993082516
80 56.58910838645892 59.864295755756906 113.402515302748
81 62.223912771404606 71.09687324127705 131.2997760830896
82 65.78952298566408 65.307437761224 131.00955083427348
83 60.96331042700012 69.60494006025834 130.47689351727325
84 63.07299392061158 67.65018126929938 129.90456045460644
85 65.19910776384448 70.24094114781585 132.52449160735043
86 65.07581253896777 68.25091020384438 132.53596608331196
87 59.07442376752319 69.06711111120737 126.58833251289086
88 65.58498170631316 69.14690919435354 133.59572512141833
89 64.33234945087165 70.47218168713266 134.76637617202567
90 67.73832451576172 64.94525361537299 132.63326500841418
91 63.77228605675871 67.03685618337067 127.51059250757305
92 66.26329225090755 63.959654066939294 130.02629667577256
93 64.03969885630036 64.92473107668232 128.64828713854163
94 64.80794976659523 63.905893940552126 127.16667954497355
95 75.23506812827641 68.00174077717348 142.44434564495987
96 69.67590294890287 69.6712928650399 139.30877351631602
97 74.3616261727579 67.90395226704004 142.05359020289035
98 73.67199150909265 68.80138762749444 142.44420491321983
99 75.81935035438681 67.48029568058634 142.9586590433832
100 74.51319216936403 68.79484806109693 142.0940655079977
101 70.26554461752724 67.79164331086434 137.0373567716181
102 71.82257290520879 64.38336008697995 135.72075641437854
103 70.4916464381241 68.19335772282763 138.55325070977753
104 72.22925712855069 68.46198529735818 140.617780385694
105 71.54206804032664 69.86831788194472 141.37158233510888
106 73.80025696955465 70.69299798976323 144.19832210699968
107 70.66252396140048 69.30147824597405 139.3196105203156
108 68.28084410707528 68.91275065877578 135.46149194240542
109 67.63528294410729 71.38215769532209 135.86775723257628
110 64.92254281573838 69.19409217964939 133.64654366944094
111 66.13637435981857 70.99765462166954 136.82325235821057
112 71.34831162624833 69.7576300724094 141.0507941435069
113 74.06197846360973 73.78118510232675 147.8245510314017
114 74.58015806802844 71.58738560670815 145.7681402767367
115 72.32431922307937 69.61443920981023 141.87061095621985
116 73.82628595030359 70.47127859792887 144.20461887467542
117 76.83127995694008 69.89060892789448 146.61873457810415
118 73.55992367601196 72.74996542385618 145.90634085112242
119 71.64303986883851 72.5473840430102 144.11373837967307
120 67.73511361681082 71.57486309321992 138.9359139237059
