0.00233	0
0.24969	-0.14323
0.49439	0.19264
0.74217	-0.0145
1.00405	0.04317
1.25938	-0.03859
1.51645	0.16377
1.77116	-0.1469
2.02638	0.24456
2.27505	0.01321
2.52789	0.08824
2.77944	-0.33798
3.03649	-0.13332
3.28225	0.09254
3.52973	-0.12722
3.7732	0.16273
4.01897	-0.31334
4.2632	-0.44049
4.50569	0.49086
4.7504	0.24473
4.99392	0.18445
5.237	-0.16261
5.4842	-0.05918
5.72606	0.00618
5.97059	-0.21013
6.21434	0.09919
6.46312	0.21074
6.70942	-0.14393
6.95645	-0.14855
7.19808	0.09336
7.44234	-0.11939
7.68767	0.11745
7.93322	-0.11003
8.17742	-0.07377
8.42137	0.15054
8.66807	-0.03684
8.9139	0.05031
9.15669	0.15336
9.40438	-0.19694
9.65433	-0.08985
9.90301	0.03201
10.14697	-0.34399
10.39613	0.18556
10.65242	0.03016
10.8998	0.21895
11.14318	0.08566
11.38548	-0.21851
11.62899	-0.19547
11.87601	-0.25454
12.11837	0.15804
12.3662	0.00263
12.61257	-0.02847
12.8642	0.12818
13.11109	0.10182
13.35518	-0.22078
13.60076	-0.14467
13.85092	-0.23952
14.09374	-0.18983
14.34001	-0.13236
14.58665	0.41321
14.83533	0.02486
15.0799	0.2331
15.32781	-0.05844
15.57428	-0.36109
15.82143	0.04557
16.06451	-0.2044
16.31265	-0.09948
16.5576	0.0837
16.80167	-0.22748
17.04469	-0.19635
17.28725	-0.03141
17.53069	0.26768
17.77466	-0.14237
18.01713	0.02678
18.27007	-0.21705
18.5131	0.13213
18.76618	-0.03683
19.00729	-0.20783
19.25195	-0.03165
19.50228	0.0627
19.75533	-0.31916
19.99766	-0.16561
20.24328	0.20045
20.48648	0.05763
20.73008	0.00404
20.98605	-0.33443
21.23075	0.0384
21.4808	0.05223
21.7341	-0.03987
21.98533	-0.1267
22.23909	-0.07131
22.49445	-0.01521
22.74741	-0.09538
23.00189	-0.19822
23.25579	-0.29069
23.5076	0.31776
23.76185	-0.33721
24.01197	-0.24222
24.26658	0.22348
24.5167	0.07602
24.77087	-0.0402
25.02107	0.11019
25.27423	-0.09666
25.52521	-0.26662
25.77325	-0.17041
26.02438	0.071
26.27489	-0.00611
26.52612	-0.20103
26.77568	-0.26558
27.03055	-0.17087
27.28109	-0.17705
27.53229	0.29362
27.78594	0.12293
28.03578	-0.01857
28.28134	-0.43901
28.52479	0.0015
28.78303	-0.32533
29.03358	-0.08753
29.28651	-0.02719
29.54006	0.09359
29.7933	-0.29626
30.03805	-0.10321
30.28104	0.18558
30.52419	-0.14579
30.76831	-0.25163
31.01731	0.14824
31.26817	-0.26769
31.5105	-0.0016
31.76314	-0.34286
32.00707	-0.29923
32.25417	0.06245
32.49871	0.19384
32.74371	-0.16217
32.98849	-0.24496
33.23308	0.1823
33.47526	-0.17394
33.72358	-0.03939
33.97478	-0.09249
34.22239	-0.33473
34.47644	0.05474
34.73238	0.0772
34.98763	-0.39245
35.24123	-0.03536
35.49193	-0.07469
35.74855	0.22039
35.99838	-0.18967
36.25107	-0.38348
36.50218	-0.08594
36.7601	-0.09086
37.01166	-0.09815
37.25419	-0.24375
37.4975	-0.01926
37.7413	-0.3321
37.99237	-0.12849
38.23903	0.37058
38.47983	-0.37503
38.73508	0.35322
38.98334	-0.37272
39.23639	-0.18167
39.48732	-0.27709
39.74076	0.11841
39.99232	-0.10426
40.24749	-0.17116
40.49133	-0.33459
40.73753	0.01601
40.99932	-0.10761
41.24463	0.10805
