Distances for WT-MD-openMPI_MD011.pdb
Frame Dist1_107 Dist107_208 Dist1_208
0 55.17617125777898 52.31732173934277 63.879637467917114
1 45.74622109536014 54.221967581827414 76.74904925592364
2 44.620963706982046 54.53662344560703 89.61470860770798
3 50.34641862304478 54.29097022249381 101.66744726269553
4 61.46319179283911 55.41404985527786 112.34097359365101
5 62.98175707624528 62.37753617678086 121.83032985683306
6 64.08954307670749 60.79670239410103 123.78557439530265
7 59.14475217642383 60.019681210296916 113.80897949112139
8 59.802459312160344 57.44095229321004 109.09322725874704
9 62.250691707325686 57.216310064132074 110.47284618903022
10 58.22037182363086 47.08162560943309 103.25925190639222
11 59.027138970624755 57.032574448936856 114.2122685586498
12 61.758372339962385 55.078658452229384 115.69702509432123
13 66.52194098377578 61.08811651392579 126.6273398335017
14 60.02543027041521 61.81972329109549 120.32603812797653
15 51.391267104273766 66.07723910879923 116.5104730246505
16 56.44935530501666 64.67284213973379 120.09619520932891
17 52.85887903902116 65.61867749884838 115.81049110865142
18 44.29276688061932 63.5742688247459 106.41973861693036
19 50.41976191861862 67.53563658545313 112.67979914781668
20 53.14957390238176 63.02026835235915 111.95068419299785
21 49.50293329279199 64.56605688451471 109.47414664029644
22 49.25369846324619 66.53654367476192 111.1815604628007
23 49.26415990562702 63.86389764070774 111.92619250191589
24 52.45089350530377 61.550325651852134 113.31116964701198
25 50.14660724869252 59.91931175681053 109.38107747772614
26 42.421694479676866 62.73779186241612 104.62151171120351
27 45.67671028914076 65.20540552812461 106.6510354326046
28 45.048080065864085 65.9744770921428 107.41468549176905
29 43.25249680175021 64.34345872632997 104.07919440694002
30 42.754754494207134 63.56664889828386 105.27126711807333
31 54.94572223023944 63.60267378579034 117.03418117878809
32 51.88604664147678 64.46107125871438 114.73888404332548
33 37.12718422501638 61.27441855894185 97.48076096753776
34 44.55381494815744 67.37114508756447 108.98214804041731
35 46.00611497695195 67.44123284777255 112.84026668372353
36 48.88659688575658 64.75695687145253 112.25046297533315
37 47.80412987965656 61.9267794187127 109.6781326788793
38 38.606345205650435 62.46250538087797 100.7692662271015
39 56.23468700075944 66.00570360552474 121.82355523578643
40 55.83064008725863 63.01284135545007 118.45380582151328
41 52.81246212468606 59.15022929591822 108.57497927701313
42 53.827103067101305 64.57700792786609 115.58251582668761
43 50.05168252638544 66.38909513054476 115.94264800476634
44 51.07218348076729 63.89527094258804 112.07741277198916
45 54.416702597462404 63.17205023328318 114.68875465071007
46 57.035396874571276 63.29695639043885 118.77730247231759
47 49.47697696129793 67.54328794017852 115.23805036710644
48 42.98490266065928 65.11005898592015 107.82500817246948
49 44.54647822184337 64.06192637704815 108.21734687846444
50 43.205225801859655 68.5246141660913 110.61685240432807
51 44.85229723653934 69.34588218143314 112.59826992217931
52 44.83075487346444 67.76443112389656 110.318685854254
53 45.83428900708714 67.85965214420277 113.10203945683554
54 48.18310460341993 70.27353487482313 118.06374675666565
55 56.52793778673356 69.01410910140183 125.05966554523972
56 51.46695160812982 68.19589830216955 119.63622806627698
57 48.215778260164136 68.30375707450116 114.819548063191
58 53.5653764736041 66.83795966615308 120.19685958235593
59 48.899569638263905 68.94914785169946 116.3476221583337
60 39.00979090307231 68.68777790460189 106.59428822618732
61 37.57324913389722 68.30805644588158 105.52341041689847
62 46.16416087024223 66.12189963189783 107.02151692285528
63 54.04333986447415 63.819826332883636 110.13033014383966
64 43.66191300647097 66.95010099105745 108.4742049322837
65 53.571636951529015 62.94378308320595 114.88794713984691
66 52.478388536032405 69.5131759043315 121.2752024557265
67 60.760713061699036 66.46505583833665 126.40460909188594
68 65.26562623632272 66.84669699391065 131.98540915644264
69 64.8980456287071 71.07002230034033 133.94695492078182
70 66.85296403724215 69.31140885254901 134.42859418199552
71 67.86331748511311 67.03635031103197 132.88512830521182
72 58.642066942884384 67.2904437844784 120.5046052502608
73 49.625876323863515 64.26445846399864 110.51949268811384
74 57.89332341918095 62.5714373363034 119.19585689398818
75 65.56840536049518 62.131394769108276 127.60476617430922
76 58.584896511592774 66.730803987935 125.25326250204766
77 66.11339450295242 69.90015055085948 134.532125050838
78 60.54074212160476 71.04136953010922 130.7876485865795
79 62.25255575047509 67.92026008718356 122.52063148233158
80 57.950746661462325 66.20093293099185 115.9340814164719
81 61.916556211987015 71.16074630807083 125.50827512726497
82 63.838567758133955 68.53379347537329 129.81891351666746
83 61.97600759757909 68.73601536309083 130.13957270787208
84 65.15290798394834 68.13264565971424 132.504971850088
85 60.527428490584086 67.97350066795892 127.5395257953509
86 62.474347615648306 69.59480571871048 131.61537326291378
87 59.86115222564837 68.51813391226446 127.00321361896395
88 58.67973191468163 68.09221256693088 124.62036069928605
89 54.22352371357174 71.18564516985988 120.90226845216323
90 40.2900626216403 69.03213179422862 107.47454608557231
91 51.62103890472765 65.17521135140973 113.07957033657608
92 51.912728738354325 65.503295827571 112.28000923572066
93 47.119948195072716 67.11590943936025 111.61586546621255
94 42.430485271861336 67.31800084140505 108.68781439279577
